"No.","Time","Source","Destination","Protocol","Length","Info"
"143971","271.143808","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=498914 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143972","271.143808","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=500374 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143973","271.143808","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"143974","271.143808","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=503279 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143975","271.143966","10.0.0.159","150.250.77.84","TCP","54","57858  >  443 [ACK] Seq=9704 Ack=504739 Win=531200 Len=0"
"143976","271.146671","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=504739 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143977","271.146671","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=506199 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143978","271.146671","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=507659 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143979","271.146671","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"143980","271.146671","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=510564 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143981","271.146671","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=512024 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143982","271.146671","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=513484 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143983","271.146671","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=514944 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143984","271.146671","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"143985","271.146671","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=517849 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143986","271.146671","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=519309 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143987","271.146671","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=520769 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143988","271.146671","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=522229 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143989","271.146671","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"143990","271.147098","10.0.0.159","150.250.77.84","TCP","54","57858  >  443 [ACK] Seq=9704 Ack=525134 Win=531200 Len=0"
"143991","271.148662","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=525134 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143992","271.148662","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=526594 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143993","271.148662","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=528054 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143994","271.148662","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=529514 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143995","271.148662","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"143996","271.148662","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=532419 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143997","271.148662","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=533879 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143998","271.148662","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=535339 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"143999","271.148662","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=536799 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144000","271.148662","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144001","271.148662","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=539704 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144002","271.149567","10.0.0.159","150.250.77.84","TCP","54","57858  >  443 [ACK] Seq=9704 Ack=541164 Win=531200 Len=0"
"144003","271.150475","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=541164 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144004","271.150475","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=542624 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144005","271.150475","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=544084 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144006","271.150475","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144007","271.150475","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=546989 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144008","271.150475","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=548449 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144009","271.150475","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=549909 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144010","271.150475","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=551369 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144011","271.150628","10.0.0.159","150.250.77.84","TCP","54","57858  >  443 [ACK] Seq=9704 Ack=552829 Win=531200 Len=0"
"144012","271.150960","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144013","271.152823","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=554274 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144014","271.152823","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=555734 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144015","271.152823","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=557194 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144016","271.152823","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=558654 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144017","271.152823","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144018","271.153027","10.0.0.159","150.250.77.84","TCP","54","57858  >  443 [ACK] Seq=9704 Ack=561559 Win=531200 Len=0"
"144022","271.153343","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=561559 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144023","271.154945","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=563019 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144024","271.154945","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=564479 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144025","271.154945","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=565939 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144026","271.154945","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144027","271.154945","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=568844 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144028","271.154945","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=570304 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144029","271.154945","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=571764 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144030","271.154945","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=573224 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144031","271.154945","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144032","271.154945","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=576129 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144033","271.154945","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=577589 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144034","271.155204","10.0.0.159","150.250.77.84","TCP","54","57858  >  443 [ACK] Seq=9704 Ack=579049 Win=531200 Len=0"
"144035","271.155967","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=579049 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144036","271.155967","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=580509 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144037","271.155967","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144038","271.155967","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=583414 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144039","271.156107","10.0.0.159","150.250.77.84","TCP","54","57858  >  443 [ACK] Seq=9704 Ack=584874 Win=531200 Len=0"
"144040","271.156634","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=584874 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144041","271.156634","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=586334 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144042","271.156723","10.0.0.159","150.250.77.84","TCP","54","57858  >  443 [ACK] Seq=9704 Ack=587794 Win=531200 Len=0"
"144043","271.158881","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=587794 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144044","271.158881","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144045","271.158881","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=590699 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144046","271.158881","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=592159 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144047","271.158881","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=593619 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144048","271.158881","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=595079 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144049","271.158881","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144050","271.158881","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=597984 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144051","271.158881","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=599444 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144052","271.158881","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=600904 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144053","271.158881","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=602364 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144054","271.158881","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144055","271.159154","10.0.0.159","150.250.77.84","TCP","54","57858  >  443 [ACK] Seq=9704 Ack=605269 Win=531200 Len=0"
"144056","271.160533","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=605269 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144057","271.160533","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=606729 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144058","271.160662","10.0.0.159","150.250.77.84","TCP","54","57858  >  443 [ACK] Seq=9704 Ack=608189 Win=531200 Len=0"
"144060","271.171921","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=608189 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144061","271.171921","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=609649 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144062","271.171921","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144063","271.171921","150.250.77.84","10.0.0.159","TCP","1514","443  >  57859 [ACK] Seq=85129 Ack=9672 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144064","271.171921","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144065","271.171921","150.250.77.84","10.0.0.159","TCP","1514","443  >  57859 [ACK] Seq=88034 Ack=9672 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144066","271.171921","150.250.77.84","10.0.0.159","TCP","1514","443  >  57859 [ACK] Seq=89494 Ack=9672 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144067","271.171921","150.250.77.84","10.0.0.159","TCP","1514","443  >  57859 [ACK] Seq=90954 Ack=9672 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144068","271.171921","150.250.77.84","10.0.0.159","TCP","1514","443  >  57859 [ACK] Seq=92414 Ack=9672 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144069","271.171921","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=612554 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144070","271.171921","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=614014 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144071","271.171921","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=615474 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144072","271.171921","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=616934 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144073","271.171921","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144074","271.171921","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=619839 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144075","271.171921","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=621299 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144076","271.171921","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=622759 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144077","271.172283","10.0.0.159","150.250.77.84","TCP","54","57858  >  443 [ACK] Seq=9704 Ack=624219 Win=531200 Len=0"
"144078","271.172433","10.0.0.159","150.250.77.84","TCP","54","57859  >  443 [ACK] Seq=9672 Ack=93874 Win=65536 Len=0"
"144079","271.178800","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=624219 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144080","271.178800","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144081","271.178800","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=627124 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144082","271.178800","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=628584 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144083","271.178800","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=630044 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144084","271.178800","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=631504 Ack=9704 Win=129024 Len=1460 [TCP segment of a reassembled PDU]"
"144085","271.178800","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144086","271.178800","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=634409 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144087","271.178800","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=635869 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144088","271.178800","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=637329 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144089","271.179008","10.0.0.159","150.250.77.84","TCP","54","57858  >  443 [ACK] Seq=9704 Ack=638789 Win=531200 Len=0"
"144090","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=638789 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144091","271.186631","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144092","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=641694 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144093","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=643154 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144094","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=644614 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144095","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=646074 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144096","271.186631","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144097","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=648979 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144098","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=650439 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144099","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=651899 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144100","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=653359 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144101","271.186631","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144102","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=656264 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144103","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=657724 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144104","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=659184 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144105","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=660644 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144106","271.186631","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144107","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=663549 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144108","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=665009 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144109","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=666469 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144110","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=667929 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144111","271.186631","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144112","271.186631","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=670834 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144113","271.186989","10.0.0.159","150.250.77.84","TCP","54","57858  >  443 [ACK] Seq=9704 Ack=672294 Win=531200 Len=0"
"144114","271.189334","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=672294 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144117","271.193930","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=673754 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144118","271.193930","150.250.77.84","10.0.0.159","TCP","1514","443  >  57858 [ACK] Seq=675214 Ack=9704 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144119","271.193930","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144120","271.193930","150.250.77.84","10.0.0.159","TLSv1.2","67","[TCP Previous segment not captured] , Ignored Unknown Record"
"144121","271.193930","150.250.77.84","10.0.0.159","TCP","1514","[TCP Out-Of-Order] 443  >  57858 [ACK] Seq=678119 Ack=9704 Win=130048 Len=1460"
"144122","271.193930","150.250.77.84","10.0.0.159","TCP","1514","[TCP Out-Of-Order] 443  >  57858 [ACK] Seq=679579 Ack=9704 Win=130048 Len=1460"
"144123","271.193930","150.250.77.84","10.0.0.159","TCP","1514","[TCP Out-Of-Order] 443  >  57858 [ACK] Seq=681039 Ack=9704 Win=130048 Len=1460"
"144124","271.194093","10.0.0.159","150.250.77.84","TCP","66","57858  >  443 [ACK] Seq=9704 Ack=678119 Win=531200 Len=0 SLE=688324 SRE=688337"
"144125","271.194213","10.0.0.159","150.250.77.84","TCP","66","57858  >  443 [ACK] Seq=9704 Ack=679579 Win=531200 Len=0 SLE=688324 SRE=688337"
"144126","271.194255","10.0.0.159","150.250.77.84","TCP","66","57858  >  443 [ACK] Seq=9704 Ack=681039 Win=531200 Len=0 SLE=688324 SRE=688337"
"144127","271.194296","10.0.0.159","150.250.77.84","TCP","66","57858  >  443 [ACK] Seq=9704 Ack=682499 Win=531200 Len=0 SLE=688324 SRE=688337"
"144128","271.194969","150.250.77.84","10.0.0.159","TCP","1514","[TCP Out-Of-Order] 443  >  57858 [ACK] Seq=682499 Ack=9704 Win=130048 Len=1460"
"144129","271.194969","150.250.77.84","10.0.0.159","TCP","1499","[TCP Out-Of-Order] 443  >  57858 [ACK] Seq=683959 Ack=9704 Win=130048 Len=1445"
"144130","271.194969","150.250.77.84","10.0.0.159","TCP","1514","[TCP Out-Of-Order] 443  >  57858 [ACK] Seq=685404 Ack=9704 Win=130048 Len=1460"
"144131","271.195034","10.0.0.159","150.250.77.84","TCP","66","57858  >  443 [ACK] Seq=9704 Ack=683959 Win=531200 Len=0 SLE=688324 SRE=688337"
"144132","271.195108","10.0.0.159","150.250.77.84","TCP","66","57858  >  443 [ACK] Seq=9704 Ack=685404 Win=529920 Len=0 SLE=688324 SRE=688337"
"144133","271.195165","10.0.0.159","150.250.77.84","TCP","66","57858  >  443 [ACK] Seq=9704 Ack=686864 Win=531200 Len=0 SLE=688324 SRE=688337"
"144134","271.196630","150.250.77.84","10.0.0.159","TCP","1514","[TCP Out-Of-Order] 443  >  57858 [ACK] Seq=686864 Ack=9704 Win=130048 Len=1460"
"144135","271.196630","34.96.127.16","10.0.0.159","TCP","60","443  >  57863 [ACK] Seq=1 Ack=1413 Win=68608 Len=0"
"144136","271.196630","34.96.127.16","10.0.0.159","TCP","60","443  >  57863 [ACK] Seq=1 Ack=1822 Win=71424 Len=0"
"144137","271.196630","34.96.127.16","10.0.0.159","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"144138","271.196630","34.96.127.16","10.0.0.159","TCP","461","[TCP Previous segment not captured] 443  >  57863 [PSH, ACK] Seq=2825 Ack=1822 Win=71424 Len=407 [TCP segment of a reassembled PDU]"
"144139","271.196768","10.0.0.159","150.250.77.84","TCP","54","57858  >  443 [ACK] Seq=9704 Ack=688337 Win=531200 Len=0"
"144140","271.196938","10.0.0.159","34.96.127.16","TCP","66","57863  >  443 [ACK] Seq=1822 Ack=1413 Win=66304 Len=0 SLE=2825 SRE=3232"
"144144","271.199110","34.96.127.16","10.0.0.159","TCP","1466","[TCP Out-Of-Order] 443  >  57863 [PSH, ACK] Seq=1413 Ack=1822 Win=71424 Len=1412"
"144145","271.199214","10.0.0.159","34.96.127.16","TCP","54","57863  >  443 [ACK] Seq=1822 Ack=3232 Win=66304 Len=0"
"144146","271.199676","10.0.0.159","34.96.127.16","TLSv1.3","118","Change Cipher Spec, Application Data"
"144147","271.200171","10.0.0.159","34.96.127.16","TLSv1.3","146","Application Data"
"144148","271.200596","10.0.0.159","34.96.127.16","TLSv1.3","688","Application Data"
"144149","271.200663","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"144151","271.202429","150.250.77.84","10.0.0.159","TCP","1514","443  >  57859 [ACK] Seq=95319 Ack=9672 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144152","271.202429","150.250.77.84","10.0.0.159","TCP","1514","443  >  57859 [ACK] Seq=96779 Ack=9672 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144153","271.202429","150.250.77.84","10.0.0.159","TCP","1514","443  >  57859 [ACK] Seq=98239 Ack=9672 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"144154","271.202429","150.250.77.84","10.0.0.159","TCP","363","[TCP Previous segment not captured] 443  >  57859 [PSH, ACK] Seq=101159 Ack=9672 Win=130048 Len=309 [TCP segment of a reassembled PDU]"
"144155","271.202429","150.250.77.84","10.0.0.159","TCP","1514","[TCP Out-Of-Order] 443  >  57859 [ACK] Seq=99699 Ack=9672 Win=130048 Len=1460"
"144156","271.202536","10.0.0.159","150.250.77.84","TCP","66","57859  >  443 [ACK] Seq=9672 Ack=99699 Win=65536 Len=0 SLE=101159 SRE=101468"
"144157","271.202634","10.0.0.159","150.250.77.84","TCP","54","57859  >  443 [ACK] Seq=9672 Ack=101468 Win=65536 Len=0"
"144163","271.230807","34.96.127.16","10.0.0.159","TLSv1.3","640","Application Data, Application Data"
"144164","271.230807","34.96.127.16","10.0.0.159","TLSv1.3","85","Application Data"
"144165","271.231168","10.0.0.159","34.96.127.16","TCP","54","57863  >  443 [ACK] Seq=2612 Ack=3849 Win=65536 Len=0"
"144166","271.232753","10.0.0.159","34.96.127.16","TLSv1.3","85","Application Data"
